Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Barcode,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Status,Row Type,Units On Hand,Notes
tgs-inflatabl-pool-family,Intex Wet Set Collection Inflatable Rectangular Pool for Ages 1-3,<p>This is an inflatable rectangular pool designed for young children. It is made of plastic material and requires inflation to use. The pool is intended for children aged 1 to 3 years. It comes with a printed box showing the product and its dimensions.</p><ul><li>Made of plastic material</li><li>Dimensions: 86cm x 86cm x 25cm</li><li>Inflatable design</li><li>Intended for children aged 1-3</li><li>Includes pool and printed packaging</li></ul><p><strong>What's included:</strong></p><ul><li>Inflatable rectangular pool</li></ul>,The Toy Gift Shop,,Water & Beach Toys,"inflatable, pool, children, age 1-3, intex, wet set, rectangular, plastic, toy",FALSE,Title,Default Title,TGS-INFLATABL-POOL-FAMILY,,shopify,0,deny,manual,,,TRUE,TRUE,output_pending/TGS-INFLATABL-POOL-FAMILY/angle2.jpg,1,Intex Wet Set Collection Inflatable Rectangular Pool for Ages 1-3,FALSE,Intex Wet Set Inflatable Pool for Ages 1-3,"Intex Wet Set Collection Inflatable Rectangular Pool for Ages 1-3. Made of plastic, dimensions 86cm x 86cm x 25cm. Safe for children 1-3 years.",draft,backlog_low_stock,unknown,Below the stock-listing threshold (or explicitly discontinued) -- not priced for sale yet. Folder: backlog-products/INTEX-WET-SET-RECTANGULAR-FAMILY-POOL
tgs-inflatabl-pool-family,,,,,,,,,,,,,,,,,,,,output_pending/TGS-INFLATABL-POOL-FAMILY/angle3.jpg,2,Intex Wet Set Collection Inflatable Rectangular Pool for Ages 1-3,,,,,backlog_low_stock,,
tgs-inflatabl-pool-family,,,,,,,,,,,,,,,,,,,,output_pending/TGS-INFLATABL-POOL-FAMILY/front.jpg,3,Intex Wet Set Collection Inflatable Rectangular Pool for Ages 1-3,,,,,backlog_low_stock,,
tgs-inflatabl-pool-round,Intex Wet Set Collection Inflatable Round Kiddie Pool with 1.47m x 33cm Dimensions,"<p>An inflatable kiddie pool with a colorful pink, yellow, and green rim. It is designed for children aged 2+ to play in. The pool is shown with a blue interior and is intended for outdoor use. The packaging indicates it is part of the Wet Set Collection.</p><ul><li>INFLATABLE RIM WITH PINK, YELLOW, AND GREEN STRIPS</li><li>DIMENSIONS: 1.47M X 33CM</li><li>INCLUDED: INFLATABLE POOL ONLY</li><li>AGE RECOMMENDED: 2+ YEARS</li><li>FOR OUTDOOR WATER PLAY</li></ul><p><strong>What's included:</strong></p><ul><li>Inflatable round kiddie pool with pink, yellow, and green rim</li></ul>",The Toy Gift Shop,,Water & Beach Toys,"inflatable, kiddie pool, intex, water toys, outdoor play, children 2+, wet set collection, pink yellow green, pool for kids",FALSE,Title,Default Title,TGS-INFLATABL-POOL-ROUND,,shopify,0,deny,manual,,,TRUE,TRUE,output_pending/TGS-INFLATABL-POOL-ROUND/angle2.jpg,1,Intex Wet Set Collection Inflatable Round Kiddie Pool with 1.47m x 33cm Dimensions,FALSE,Intex Inflatable Kiddie Pool for Kids 2+ Years,"Intex Wet Set Collection Inflatable Round Kiddie Pool, 1.47m x 33cm, for children 2+ years. Colorful, inflatable, outdoor water play.",draft,backlog_low_stock,unknown,Below the stock-listing threshold (or explicitly discontinued) -- not priced for sale yet. Folder: backlog-products/INTEX-WET-SET-ROUND-KIDDIE-POOL
tgs-inflatabl-pool-round,,,,,,,,,,,,,,,,,,,,output_pending/TGS-INFLATABL-POOL-ROUND/angle3.jpg,2,Intex Wet Set Collection Inflatable Round Kiddie Pool with 1.47m x 33cm Dimensions,,,,,backlog_low_stock,,
tgs-inflatabl-pool-round,,,,,,,,,,,,,,,,,,,,output_pending/TGS-INFLATABL-POOL-ROUND/front.jpg,3,Intex Wet Set Collection Inflatable Round Kiddie Pool with 1.47m x 33cm Dimensions,,,,,backlog_low_stock,,
tgs-jellyfish-bump-go,Jellyfish Bump and Go Dancing Toy,"<p>This is a jellyfish-shaped toy with a twist mechanism. It has a soft plastic body, large eyes, and headphones. When twisted, it moves and dances. It is designed for children to play with by bumping it.</p><ul><li>Soft plastic body</li><li>Includes 1 jellyfish toy</li><li>Has a twist mechanism</li><li>Features headphones and eyes</li><li>Intended for children to play with</li></ul><p><strong>What's included:</strong></p><ul><li>1 jellyfish toy</li></ul>",The Toy Gift Shop,,Animal & Dinosaur Toys,"jellyfish, dancing, toy, bump, twist, children, play, soft plastic, headphones",FALSE,Title,Default Title,TGS-JELLYFISH-BUMP-GO,,shopify,0,deny,manual,1850.00,,TRUE,TRUE,output_pending/TGS-JELLYFISH-BUMP-GO/angle2.jpg,1,Jellyfish Bump and Go Dancing Toy,FALSE,Jellyfish Bump and Go Dancing Toy for Kids,Jellyfish Bump and Go Dancing Toy. Twist to make it dance. Soft plastic jellyfish with headphones. For children to play with.,draft,backlog_low_stock,unknown,Below the stock-listing threshold (or explicitly discontinued) -- not priced for sale yet. Folder: backlog-products/JELLYFISH-BUMP-AND-GO-DANCING-TOY
tgs-jellyfish-bump-go,,,,,,,,,,,,,,,,,,,,output_pending/TGS-JELLYFISH-BUMP-GO/angle3.jpg,2,Jellyfish Bump and Go Dancing Toy,,,,,backlog_low_stock,,
tgs-jellyfish-bump-go,,,,,,,,,,,,,,,,,,,,output_pending/TGS-JELLYFISH-BUMP-GO/angle4.jpg,3,Jellyfish Bump and Go Dancing Toy,,,,,backlog_low_stock,,
tgs-dishwashe,Kids Kitchen Toy Dishwasher with Sound and Lights,"<p>This toy dishwasher is a pretend play appliance for children. It has a digital display, buttons, and a transparent door showing a rack inside. It makes sounds and lights up during play. The toy is designed for children to simulate washing dishes and learn about kitchen appliances.</p><ul><li>Made of plastic with a teal and white color scheme</li><li>Digital display with buttons for different wash modes</li><li>Transparent door with visible rack inside</li><li>Includes toy dishware (not shown in photos)</li><li>Intended for children 3 years and older</li></ul><p><strong>What's included:</strong></p><ul><li>Toy dishwasher unit</li><li>Toy dishware (not visible in photos)</li><li>Instruction manual (not visible in photos)</li></ul>",The Toy Gift Shop,,Pretend Play & Role Play,"toy dishwasher, kids kitchen, pretend play, role play, mini appliance, sound and lights, children 3+, playset, dinner time play",FALSE,Title,Default Title,TGS-DISHWASHE,,shopify,0,deny,manual,5500.00,,TRUE,TRUE,output_pending/TGS-DISHWASHE/angle2.jpg,1,Kids Kitchen Toy Dishwasher with Sound and Lights,FALSE,Kids Kitchen Toy Dishwasher with Sound and Lights,A pretend play dishwasher for children 3+ with sound and lights. Simulates washing dishes and teaches about kitchen appliances through play.,draft,backlog_low_stock,unknown,Below the stock-listing threshold (or explicitly discontinued) -- not priced for sale yet. Folder: backlog-products/KIDS-KITCHEN-TOY-DISHWASHER
tgs-dishwashe,,,,,,,,,,,,,,,,,,,,output_pending/TGS-DISHWASHE/angle3.jpg,2,Kids Kitchen Toy Dishwasher with Sound and Lights,,,,,backlog_low_stock,,
tgs-dishwashe,,,,,,,,,,,,,,,,,,,,output_pending/TGS-DISHWASHE/front.jpg,3,Kids Kitchen Toy Dishwasher with Sound and Lights,,,,,backlog_low_stock,,
tgs-tool-drill,Kids Tool Drill Set with Accessories,"<p>This is a toy drill set designed for pretend play. It includes a drill body, three drill bits, a ruler, and a tool card. The drill is made of plastic and has a trigger that can be pressed. It is intended for children aged 3 and up.</p><ul><li>Plastic drill body with trigger</li><li>Three plastic drill bits included</li><li>Ruler and tool card included</li><li>Ages 3+ as printed on box</li><li>Designed for pretend play</li></ul><p><strong>What's included:</strong></p><ul><li>Drill body</li><li>Three drill bits</li><li>Ruler</li><li>Tool card</li></ul>",The Toy Gift Shop,,Pretend Play & Role Play,"kids tool, pretend play, tool set, drill toy, role play, children toys, 3+ age, plastic toy, toy drill",FALSE,Title,Default Title,TGS-TOOL-DRILL,,shopify,0,deny,manual,3850.00,,TRUE,TRUE,output_pending/TGS-TOOL-DRILL/angle2.jpg,1,Kids Tool Drill Set with Accessories,FALSE,Kids Tool Drill Set Pretend Play Toy,"Kids Tool Drill Set with 3 bits, ruler, and tool card. Ages 3+. Plastic pretend play tool set for role play.",draft,backlog_low_stock,unknown,Below the stock-listing threshold (or explicitly discontinued) -- not priced for sale yet. Folder: backlog-products/KIDS-TOOL-DRILL-SET
tgs-tool-drill,,,,,,,,,,,,,,,,,,,,output_pending/TGS-TOOL-DRILL/angle3.jpg,2,Kids Tool Drill Set with Accessories,,,,,backlog_low_stock,,
tgs-tool-drill,,,,,,,,,,,,,,,,,,,,output_pending/TGS-TOOL-DRILL/angle4.jpg,3,Kids Tool Drill Set with Accessories,,,,,backlog_low_stock,,
tgs-video-walkie-talkie,Kids Video Walkie Talkie Set with Two Units,"<p>This set includes two video walkie talkies, one blue and one pink, designed for children to communicate with each other. Each unit has a small screen and an antenna. The packaging shows cartoon children playing outdoors. A warning label indicates it is not suitable for children under 3 years old due to small parts.</p><ul><li>Two plastic walkie talkies (blue and pink)</li><li>Each unit has a small screen and antenna</li><li>Includes a charging cable and clip-on accessory</li><li>Intended for children to play together</li><li>Not suitable for children under 3 years old</li></ul><p><strong>What's included:</strong></p><ul><li>Blue video walkie talkie</li><li>Pink video walkie talkie</li><li>Charging cable</li><li>Clip-on accessory</li><li>Product packaging</li></ul>",The Toy Gift Shop,,Robots & Electronic Toys,"kids video walkie talkie, children's toy, video walkie talkie, toy walkie talkie, children's electronic toy, walkie talkie set, children's playset, toy for kids, kids communication toy",FALSE,Title,Default Title,TGS-VIDEO-WALKIE-TALKIE,,shopify,0,deny,manual,,,TRUE,TRUE,output_pending/TGS-VIDEO-WALKIE-TALKIE/angle2.jpg,1,Kids Video Walkie Talkie Set with Two Units,FALSE,Kids Video Walkie Talkie Set with Two Units,"Kids Video Walkie Talkie Set with two units, one blue and one pink. Designed for children to play and communicate. Includes charging cable and clip-on accessory. Not suitable for children under 3 years old.",draft,backlog_low_stock,unknown,Below the stock-listing threshold (or explicitly discontinued) -- not priced for sale yet. Folder: backlog-products/KIDS-VIDEO-WALKIE-TALKIE-SET
tgs-video-walkie-talkie,,,,,,,,,,,,,,,,,,,,output_pending/TGS-VIDEO-WALKIE-TALKIE/angle3.jpg,2,Kids Video Walkie Talkie Set with Two Units,,,,,backlog_low_stock,,
tgs-video-walkie-talkie,,,,,,,,,,,,,,,,,,,,output_pending/TGS-VIDEO-WALKIE-TALKIE/front.jpg,3,Kids Video Walkie Talkie Set with Two Units,,,,,backlog_low_stock,,
tgs-kuromi-night-light-my-melody,My Melody Character Night Light (ZH-164),<p></p>,The Toy Gift Shop,,Novelty & Fun Toys,,FALSE,Title,Default Title,TGS-KUROMI-NIGHT-LIGHT-MY-MELODY,,shopify,0,deny,manual,,,TRUE,TRUE,output_pending/TGS-KUROMI-NIGHT-LIGHT-MY-MELODY/angle2.jpg,1,My Melody Character Night Light (ZH-164),FALSE,My Melody Character Night Light (ZH-164),,draft,backlog_low_stock,unknown,Below the stock-listing threshold (or explicitly discontinued) -- not priced for sale yet. Folder: backlog-products/KUROMI-CHARACTER-NIGHT-LIGHT-MY-MELODY
tgs-makeup-case,Kuromi Makeup Case with 30+ Accessories,"<p>This toy makeup case features Kuromi characters and includes 30+ pretend play accessories. It opens to reveal compartments for brushes, nail polish, and other cosmetic items. The case is made of plastic with a printed design and has a handle for carrying. It is intended for children to play pretend makeup.</p><ul><li>Plastic case with printed design</li><li>Includes 30+ pretend makeup accessories</li><li>Features a mirror and storage compartments</li><li>Has a handle for carrying</li><li>Intended for children&#x27;s pretend play</li></ul><p><strong>What's included:</strong></p><ul><li>Plastic makeup case</li><li>Mirror</li><li>30+ pretend makeup accessories (including brushes, nail polish, eyeshadow, lipstick, and makeup tools)</li><li>Kuromi character stickers</li></ul>",The Toy Gift Shop,,Pretend Play & Role Play,"kuromi, makeup, pretend, play, toys, children, makeupcase, roleplay, accessories",FALSE,Title,Default Title,TGS-MAKEUP-CASE,,shopify,0,deny,manual,5850.00,,TRUE,TRUE,output_pending/TGS-MAKEUP-CASE/angle2.jpg,1,Kuromi Makeup Case with 30+ Accessories,FALSE,Kuromi Makeup Case with 30+ Accessories,Kuromi Makeup Case with 30+ pretend play accessories. Plastic case with mirror and storage. For ages 3+. Toy makeup set for pretend play.,draft,backlog_low_stock,unknown,Below the stock-listing threshold (or explicitly discontinued) -- not priced for sale yet. Folder: backlog-products/KUROMI-MAKEUP-CASE
tgs-makeup-case,,,,,,,,,,,,,,,,,,,,output_pending/TGS-MAKEUP-CASE/angle3.jpg,2,Kuromi Makeup Case with 30+ Accessories,,,,,backlog_low_stock,,
tgs-makeup-case,,,,,,,,,,,,,,,,,,,,output_pending/TGS-MAKEUP-CASE/angle4.jpg,3,Kuromi Makeup Case with 30+ Accessories,,,,,backlog_low_stock,,
tgs-pop-figures,Kuromi Pop! Figures - Set of 4 Collectible Vinyl Figures,"<p>This set contains four Kuromi Pop! vinyl figures. Each figure is a stylized, collectible toy with a unique design. The figures are made of vinyl and are intended for display or collection. The packaging indicates they are suitable for ages 3 and up.</p><ul><li>Made of vinyl material</li><li>Set of 4 figures</li><li>Each figure has unique design</li><li>Includes 4 collectible figures</li><li>Intended for ages 3 and up</li></ul><p><strong>What's included:</strong></p><ul><li>4 Kuromi Pop! vinyl figures</li><li>Original packaging box</li></ul>",The Toy Gift Shop,,Action Figures & Characters,"kuromi, pop! figures, collectible, vinyl, figures, toy, collection, ages 3+, display",FALSE,Title,Default Title,TGS-POP-FIGURES,,shopify,0,deny,manual,3860.00,,TRUE,TRUE,output_pending/TGS-POP-FIGURES/angle2.jpg,1,Kuromi Pop! Figures - Set of 4 Collectible Vinyl Figures,FALSE,Kuromi Pop! Figures - Set of 4 Collectible Vinyl Figures,Set of 4 Kuromi Pop! vinyl figures. Collectible toy figures for ages 3 and up. Great for display or collection.,draft,backlog_low_stock,unknown,Below the stock-listing threshold (or explicitly discontinued) -- not priced for sale yet. Folder: backlog-products/KUROMI-POP-FIGURES-SET-OF-4
tgs-pop-figures,,,,,,,,,,,,,,,,,,,,output_pending/TGS-POP-FIGURES/angle3.jpg,2,Kuromi Pop! Figures - Set of 4 Collectible Vinyl Figures,,,,,backlog_low_stock,,
tgs-pop-figures,,,,,,,,,,,,,,,,,,,,output_pending/TGS-POP-FIGURES/angle4.jpg,3,Kuromi Pop! Figures - Set of 4 Collectible Vinyl Figures,,,,,backlog_low_stock,,
tgs-suv-diecast-car,Land Cruiser SUV Diecast Model Car,<p>This is a diecast model of a Land Cruiser SUV. It has a black body with tan interior. The doors and trunk open. It is designed for display and play.</p><ul><li>Made of diecast metal and plastic</li><li>Approximately 1/18 scale</li><li>Opening doors and trunk</li><li>Includes detailed interior</li><li>For display and pretend play</li></ul><p><strong>What's included:</strong></p><ul><li>Land Cruiser SUV diecast model car</li></ul>,The Toy Gift Shop,,Cars & Vehicles,"diecast, car, toy, land cruiser, model, vehicle, open doors, trunk, kids toys",FALSE,Title,Default Title,TGS-SUV-DIECAST-CAR,,shopify,0,deny,manual,,,TRUE,TRUE,output_pending/TGS-SUV-DIECAST-CAR/angle2.jpg,1,Land Cruiser SUV Diecast Model Car,FALSE,Land Cruiser SUV Diecast Model Car,Land Cruiser SUV diecast model car with opening doors and trunk. Made of diecast metal and plastic. For display and pretend play.,draft,backlog_low_stock,unknown,Below the stock-listing threshold (or explicitly discontinued) -- not priced for sale yet. Folder: backlog-products/LAND-CRUISER-SUV-DIECAST-MODEL-CAR
tgs-suv-diecast-car,,,,,,,,,,,,,,,,,,,,output_pending/TGS-SUV-DIECAST-CAR/angle3.jpg,2,Land Cruiser SUV Diecast Model Car,,,,,backlog_low_stock,,
tgs-suv-diecast-car,,,,,,,,,,,,,,,,,,,,output_pending/TGS-SUV-DIECAST-CAR/angle4.jpg,3,Land Cruiser SUV Diecast Model Car,,,,,backlog_low_stock,,
tgs-lbwk-diecast-car,LBWK Toyota Supra Diecast Model Car,"<p>This is a diecast model car of a Toyota Supra with &#x27;LBWK&#x27; branding. It is made of metal and plastic. The hood and doors open. It is for display or play.</p><ul><li>METAL BODY
PLASTIC PARTS</li><li>1:24 SCALE
MODEL</li><li>OPEN HOOD
OPEN DOORS</li><li>BLACK WHEELS
WHITE BODY</li><li>FOR DISPLAY
OR PLAY</li></ul><p><strong>What's included:</strong></p><ul><li>LBWK Toyota Supra Diecast Model Car</li></ul>",The Toy Gift Shop,,Cars & Vehicles,"diecast, toy car, supra, lbwk, toy vehicle, model car, toy, cars, childrens toys",FALSE,Title,Default Title,TGS-LBWK-DIECAST-CAR,,shopify,0,deny,manual,,,TRUE,TRUE,output_pending/TGS-LBWK-DIECAST-CAR/angle2.jpg,1,LBWK Toyota Supra Diecast Model Car,FALSE,LBWK Toyota Supra Diecast Model Car,"LBWK Toyota Supra diecast model car. Metal body, plastic parts, open hood and doors. For display or play. 1:24 scale.",draft,backlog_low_stock,unknown,Below the stock-listing threshold (or explicitly discontinued) -- not priced for sale yet. Folder: backlog-products/LBWK-TOYOTA-SUPRA-DIECAST-MODEL-CAR
tgs-lbwk-diecast-car,,,,,,,,,,,,,,,,,,,,output_pending/TGS-LBWK-DIECAST-CAR/angle3.jpg,2,LBWK Toyota Supra Diecast Model Car,,,,,backlog_low_stock,,
tgs-lbwk-diecast-car,,,,,,,,,,,,,,,,,,,,output_pending/TGS-LBWK-DIECAST-CAR/angle4.jpg,3,LBWK Toyota Supra Diecast Model Car,,,,,backlog_low_stock,,
tgs-light-up-sword,Light Up Sword with Battle Sounds and Lights,<p>This toy lightsaber has a blue hilt and a blue blade. It activates with a power button and makes battle sounds and lights. It is designed for children to play with. The packaging shows an illustration of a character holding it.</p><ul><li>Made of plastic and metal-like parts</li><li>Blade is blue and lights up</li><li>Includes power button and sound mechanism</li><li>Designed for children to hold and play with</li><li>Packaged with product instructions and safety warnings</li></ul><p><strong>What's included:</strong></p><ul><li>Light up sword with blue blade</li><li>Power activation button</li><li>Battle sound mechanism</li><li>Product instructions</li><li>Safety warnings</li></ul>,The Toy Gift Shop,,Novelty & Fun Toys,"light up sword, battle sounds, novelty toy, children's toy, lightsaber, toy sword, play toy, blue blade, power activation",FALSE,Title,Default Title,TGS-LIGHT-UP-SWORD,,shopify,0,deny,manual,2850.00,,TRUE,TRUE,output_pending/TGS-LIGHT-UP-SWORD/angle2.jpg,1,Light Up Sword with Battle Sounds and Lights,FALSE,Light Up Sword with Battle Sounds and Lights,Light Up Sword with battle sounds and lights. Toy lightsaber for children with blue blade and power activation button. Safe for play.,draft,backlog_low_stock,unknown,Below the stock-listing threshold (or explicitly discontinued) -- not priced for sale yet. Folder: backlog-products/LIGHT-UP-SWORD
